"","ngram","freq","length","less1gram","less1gram_freq","hit_rate","suggest"
"15034","time and money",6,"3","time and",64,0.09375,"money"
"5479","role of",13,"2","role",139,0.0935251798561151,"of"
"5642","williams said",13,"2","williams",139,0.0935251798561151,"said"
"738","season and",60,"2","season",642,0.0934579439252336,"and"
"7232","areas of",10,"2","areas",107,0.0934579439252336,"of"
"3816","comes in",17,"2","comes",182,0.0934065934065934,"in"
"5118","town of",14,"2","town",150,0.0933333333333333,"of"
"13825","on monday night",7,"3","on monday",75,0.0933333333333333,"night"
"14006","they would have",7,"3","they would",75,0.0933333333333333,"have"
"15501","in the second round",7,"4","in the second",75,0.0933333333333333,"round"
"10974","over the next",36,"3","over the",386,0.0932642487046632,"next"
"1101","told me",44,"2","told",472,0.0932203389830508,"me"
"11265","and that the",19,"3","and that",204,0.0931372549019608,"the"
"5803","couldnt be",12,"2","couldnt",129,0.0930232558139535,"be"
"6083","research and",12,"2","research",129,0.0930232558139535,"and"
"6245","training and",12,"2","training",129,0.0930232558139535,"and"
"9352","adding a",8,"2","adding",86,0.0930232558139535,"a"
"9367","agreement to",8,"2","agreement",86,0.0930232558139535,"to"
"9496","baltimore county",8,"2","baltimore",86,0.0930232558139535,"county"
"9571","changed in",8,"2","changed",86,0.0930232558139535,"in"
"9754","gives us",8,"2","gives",86,0.0930232558139535,"us"
"10136","organization that",8,"2","organization",86,0.0930232558139535,"that"
"10264","rights and",8,"2","rights",86,0.0930232558139535,"and"
"1530","point guard",34,"2","point",366,0.092896174863388,"guard"
"3798","began in",17,"2","began",183,0.092896174863388,"in"
"115","we have",215,"2","we",2317,0.0927924039706517,"have"
"10975","to do it",36,"3","to do",388,0.0927835051546392,"it"
"10976","to do with",36,"3","to do",388,0.0927835051546392,"with"
"8334","check on",9,"2","check",97,0.0927835051546392,"on"
"8868","ryan said",9,"2","ryan",97,0.0927835051546392,"said"
"8901","serve the",9,"2","serve",97,0.0927835051546392,"the"
"12603","couple of days",9,"3","couple of",97,0.0927835051546392,"days"
"12705","last month the",9,"3","last month",97,0.0927835051546392,"the"
"733","made the",60,"2","made",647,0.0927357032457496,"the"
"7326","debt crisis",10,"2","debt",108,0.0925925925925926,"crisis"
"7500","investigation and",10,"2","investigation",108,0.0925925925925926,"and"
"7728","rock n",10,"2","rock",108,0.0925925925925926,"n"
"15713","a chance to win",5,"4","a chance to",54,0.0925925925925926,"win"
"2198","find the",26,"2","find",281,0.0925266903914591,"the"
"4198","name of",16,"2","name",173,0.092485549132948,"of"
"6871","test scores",11,"2","test",119,0.092436974789916,"scores"
"3930","record in",17,"2","record",184,0.0923913043478261,"in"
"5841","everyone else",12,"2","everyone",130,0.0923076923076923,"else"
"14387","even though it",6,"3","even though",65,0.0923076923076923,"it"
"14640","made it to",6,"3","made it",65,0.0923076923076923,"to"
"14762","percent to million",6,"3","percent to",65,0.0923076923076923,"million"
"14790","said and he",6,"3","said and",65,0.0923076923076923,"he"
"2369","months after",25,"2","months",271,0.0922509225092251,"after"
"3328","done in",19,"2","done",206,0.0922330097087379,"in"
"4827","fact the",14,"2","fact",152,0.0921052631578947,"the"
"4995","released from",14,"2","released",152,0.0921052631578947,"from"
"9474","arts center",8,"2","arts",87,0.0919540229885057,"center"
"9475","arts in",8,"2","arts",87,0.0919540229885057,"in"
"9889","income taxes",8,"2","income",87,0.0919540229885057,"taxes"
"10228","ran the",8,"2","ran",87,0.0919540229885057,"the"
"13186","out to the",8,"3","out to",87,0.0919540229885057,"the"
"1392","came in",36,"2","came",392,0.0918367346938776,"in"
"8429","fine with",9,"2","fine",98,0.0918367346938776,"with"
"9104","themselves and",9,"2","themselves",98,0.0918367346938776,"and"
"7624","numbers and",10,"2","numbers",109,0.0917431192660551,"and"
"466","three years",81,"2","three",883,0.0917327293318233,"years"
"570","make sure",71,"2","make",774,0.0917312661498708,"sure"
"2975","late in",21,"2","late",229,0.091703056768559,"in"
"2976","late s",21,"2","late",229,0.091703056768559,"s"
"2982","minutes later",21,"2","minutes",229,0.091703056768559,"later"
"3076","wanted a",21,"2","wanted",229,0.091703056768559,"a"
"850","thats the",54,"2","thats",589,0.0916808149405773,"the"
"2758","building a",22,"2","building",240,0.0916666666666667,"a"
"12170","of it is",11,"3","of it",120,0.0916666666666667,"is"
"12044","to work on",12,"3","to work",131,0.0916030534351145,"on"
"5396","moved the",13,"2","moved",142,0.0915492957746479,"the"
"69","its a",281,"2","its",3070,0.0915309446254072,"a"
"11010","would be a",32,"3","would be",350,0.0914285714285714,"a"
"4133","employees and",16,"2","employees",175,0.0914285714285714,"and"
"1605","things that",33,"2","things",361,0.0914127423822715,"that"
"3547","class of",18,"2","class",197,0.0913705583756345,"of"
"3654","saying he",18,"2","saying",197,0.0913705583756345,"he"
"11197","he has been",21,"3","he has",230,0.091304347826087,"been"
"4","to the",2008,"2","to",21993,0.0913017778384031,"the"
"2315","asked the",25,"2","asked",274,0.0912408759124088,"the"
"1449","found that",35,"2","found",385,0.0909090909090909,"that"
"1641","days after",32,"2","days",352,0.0909090909090909,"after"
"2999","per person",21,"2","per",231,0.0909090909090909,"person"
"3184","must have",20,"2","must",220,0.0909090909090909,"have"
"3656","services and",18,"2","services",198,0.0909090909090909,"and"
"5245","control and",13,"2","control",143,0.0909090909090909,"and"
"5275","father and",13,"2","father",143,0.0909090909090909,"and"
"5692","add to",12,"2","add",132,0.0909090909090909,"to"
"6086","rose garden",12,"2","rose",132,0.0909090909090909,"garden"
"6527","force the",11,"2","force",121,0.0909090909090909,"the"
"7233","arrested on",10,"2","arrested",110,0.0909090909090909,"on"
"12348","have the same",10,"3","have the",110,0.0909090909090909,"same"
"12395","many of them",10,"3","many of",110,0.0909090909090909,"them"
"8545","human resources",9,"2","human",99,0.0909090909090909,"resources"
"8831","provided a",9,"2","provided",99,0.0909090909090909,"a"
"8832","provided the",9,"2","provided",99,0.0909090909090909,"the"
"8945","stock exchange",9,"2","stock",99,0.0909090909090909,"exchange"
"12640","he also said",9,"3","he also",99,0.0909090909090909,"said"
"12831","the third time",9,"3","the third",99,0.0909090909090909,"time"
"9626","dead and",8,"2","dead",88,0.0909090909090909,"and"
"10036","museum in",8,"2","museum",88,0.0909090909090909,"in"
"10112","older than",8,"2","older",88,0.0909090909090909,"than"
"10197","post office",8,"2","post",88,0.0909090909090909,"office"
"12944","a week and",8,"3","a week",88,0.0909090909090909,"and"
"12996","but its a",8,"3","but its",88,0.0909090909090909,"a"
"13263","the public to",8,"3","the public",88,0.0909090909090909,"to"
"13660","i would say",7,"3","i would",77,0.0909090909090909,"say"
"13712","is also the",7,"3","is also",77,0.0909090909090909,"the"
"14144","you want it",7,"3","you want",77,0.0909090909090909,"it"
"14375","dont have any",6,"3","dont have",66,0.0909090909090909,"any"
"14526","in april the",6,"3","in april",66,0.0909090909090909,"the"
"14841","so that the",6,"3","so that",66,0.0909090909090909,"the"
"14993","the whole thing",6,"3","the whole",66,0.0909090909090909,"thing"
"16011","was one of several",5,"4","was one of",55,0.0909090909090909,"several"
"2099","least one",27,"2","least",298,0.0906040268456376,"one"
"3216","started to",20,"2","started",221,0.0904977375565611,"to"
"3776","added to",17,"2","added",188,0.0904255319148936,"to"
"1917","saturday at",29,"2","saturday",321,0.0903426791277259,"at"
"5766","begin at",12,"2","begin",133,0.0902255639097744,"at"
"5962","light and",12,"2","light",133,0.0902255639097744,"and"
"5963","light of",12,"2","light",133,0.0902255639097744,"of"
"6666","living with",11,"2","living",122,0.0901639344262295,"with"
"6680","mean that",11,"2","mean",122,0.0901639344262295,"that"
"7378","finished the",10,"2","finished",111,0.0900900900900901,"the"
"979","got the",48,"2","got",533,0.0900562851782364,"the"
"3922","plans for",17,"2","plans",189,0.0899470899470899,"for"
"13204","said but i",8,"3","said but",89,0.0898876404494382,"i"
"13376","with her husband",8,"3","with her",89,0.0898876404494382,"husband"
"11698","that they can",14,"3","that they",156,0.0897435897435897,"can"
"13820","officials said the",7,"3","officials said",78,0.0897435897435897,"the"
"14143","you know what",7,"3","you know",78,0.0897435897435897,"what"
"2373","north of",25,"2","north",279,0.0896057347670251,"of"
"1785","without the",31,"2","without",346,0.0895953757225433,"the"
"5788","charges of",12,"2","charges",134,0.0895522388059701,"of"
"14169","a team of",6,"3","a team",67,0.0895522388059701,"of"
"14170","a team that",6,"3","a team",67,0.0895522388059701,"that"
"14573","is now in",6,"3","is now",67,0.0895522388059701,"in"
"15649","rest of the season",6,"4","rest of the",67,0.0895522388059701,"season"
"6505","events that",11,"2","events",123,0.0894308943089431,"that"
"7416","governor of",10,"2","governor",112,0.0892857142857143,"of"
"59","be a",332,"2","be",3719,0.0892713094917989,"a"
"11291","st louis county",19,"3","st louis",213,0.0892018779342723,"county"
"11735","years ago and",14,"3","years ago",157,0.089171974522293,"and"
"3580","held on",18,"2","held",202,0.0891089108910891,"on"
"8411","evidence to",9,"2","evidence",101,0.0891089108910891,"to"
"8645","leader who",9,"2","leader",101,0.0891089108910891,"who"
"2333","find out",25,"2","find",281,0.0889679715302491,"out"
"9622","created the",8,"2","created",90,0.0888888888888889,"the"
"9641","districts to",8,"2","districts",90,0.0888888888888889,"to"
"10290","scene in",8,"2","scene",90,0.0888888888888889,"in"
"10806","yard touchdown",8,"2","yard",90,0.0888888888888889,"touchdown"
"638","percent to",65,"2","percent",732,0.0887978142076503,"to"
"375","could have",93,"2","could",1048,0.0887404580152672,"have"
"6681","means to",11,"2","means",124,0.0887096774193548,"to"
"12202","said she had",11,"3","said she",124,0.0887096774193548,"had"
"11706","the only one",14,"3","the only",158,0.0886075949367089,"one"
"13409","a statement released",7,"3","a statement",79,0.0886075949367089,"released"
"13470","are a few",7,"3","are a",79,0.0886075949367089,"few"
"13556","could not have",7,"3","could not",79,0.0886075949367089,"have"
"4007","together and",17,"2","together",192,0.0885416666666667,"and"
"633","even though",65,"2","even",735,0.0884353741496599,"though"
"1666","might not",32,"2","might",362,0.0883977900552486,"not"
"11171","i was a",22,"3","i was",249,0.0883534136546185,"a"
"29","said the",534,"2","said",6045,0.0883374689826303,"the"
"11016","was the first",31,"3","was the",351,0.0883190883190883,"first"
"2980","market and",21,"2","market",238,0.0882352941176471,"and"
"8647","learn how",9,"2","learn",102,0.0882352941176471,"how"
"8648","learn the",9,"2","learn",102,0.0882352941176471,"the"
"8835","raised by",9,"2","raised",102,0.0882352941176471,"by"
"8954","success of",9,"2","success",102,0.0882352941176471,"of"
"12724","much of a",9,"3","much of",102,0.0882352941176471,"a"
"14544","in some cases",6,"3","in some",68,0.0882352941176471,"cases"
"14838","so i think",6,"3","so i",68,0.0882352941176471,"think"
"14942","the money is",6,"3","the money",68,0.0882352941176471,"is"
"666","may have",63,"2","may",715,0.0881118881118881,"have"
"10994","over the past",34,"3","over the",386,0.0880829015544041,"past"
"10995","over the years",34,"3","over the",386,0.0880829015544041,"years"
"5145","wrote the",14,"2","wrote",159,0.0880503144654088,"the"
"6554","groups and",11,"2","groups",125,0.088,"and"
"15343","in the first inning",11,"4","in the first",125,0.088,"inning"
"4097","bring a",16,"2","bring",182,0.0879120879120879,"a"
"9740","funding to",8,"2","funding",91,0.0879120879120879,"to"
"10183","playoff game",8,"2","playoff",91,0.0879120879120879,"game"
"10184","playoff games",8,"2","playoff",91,0.0879120879120879,"games"
"12959","and her family",8,"3","and her",91,0.0879120879120879,"family"
"7338","difficult for",10,"2","difficult",114,0.087719298245614,"for"
"2456","asked for",24,"2","asked",274,0.0875912408759124,"for"
"5983","miles away",12,"2","miles",137,0.0875912408759124,"away"
"10954","to get the",39,"3","to get",446,0.0874439461883408,"the"
"803","say the",57,"2","say",652,0.0874233128834356,"the"
"8913","showed that",9,"2","showed",103,0.087378640776699,"that"
"6422","body was",11,"2","body",126,0.0873015873015873,"was"
"6557","happen to",11,"2","happen",126,0.0873015873015873,"to"
"6778","plays and",11,"2","plays",126,0.0873015873015873,"and"
"2473","far from",24,"2","far",275,0.0872727272727273,"from"
"2248","street and",26,"2","street",298,0.087248322147651,"and"
"5247","costs for",13,"2","costs",149,0.087248322147651,"for"
"2847","support of",22,"2","support",253,0.0869565217391304,"of"
"14372","do you want",6,"3","do you",69,0.0869565217391304,"want"
"14451","had the highest",6,"3","had the",69,0.0869565217391304,"highest"
"15631","is one of a",6,"4","is one of",69,0.0869565217391304,"a"
"2700","thing is",23,"2","thing",265,0.0867924528301887,"is"
"2014","plan for",28,"2","plan",323,0.086687306501548,"for"
"2203","getting a",26,"2","getting",300,0.0866666666666667,"a"
"2528","room and",24,"2","room",277,0.0866425992779783,"and"
"11132","last year and",24,"3","last year",277,0.0866425992779783,"and"
"6353","administration and",11,"2","administration",127,0.0866141732283465,"and"
"8509","heard the",9,"2","heard",104,0.0865384615384615,"the"
"12888","up in a",9,"3","up in",104,0.0865384615384615,"a"
"734","much as",60,"2","much",694,0.0864553314121038,"as"
"2979","louis county",21,"2","louis",243,0.0864197530864197,"county"
"6123","space in",12,"2","space",139,0.0863309352517986,"in"
"865","down to",53,"2","down",614,0.0863192182410423,"to"
"3815","class a",17,"2","class",197,0.0862944162436548,"a"
"1001","next to",47,"2","next",545,0.0862385321100917,"to"
"4408","defense attorney",15,"2","defense",174,0.0862068965517241,"attorney"
"7402","fun to",10,"2","fun",116,0.0862068965517241,"to"
"7768","soon after",10,"2","soon",116,0.0862068965517241,"after"
"8063","yards per",10,"2","yards",116,0.0862068965517241,"per"
"15906","percent of the vote",5,"4","percent of the",58,0.0862068965517241,"vote"
"9955","knows what",8,"2","knows",93,0.0860215053763441,"what"
"10243","release from",8,"2","release",93,0.0860215053763441,"from"
"6445","central bank",11,"2","central",128,0.0859375,"bank"
"3942","services to",17,"2","services",198,0.0858585858585859,"to"
"470","because the",80,"2","because",932,0.0858369098712446,"the"
"1569","found the",33,"2","found",385,0.0857142857142857,"the"
"6140","tell them",12,"2","tell",140,0.0857142857142857,"them"
"9136","tickets and",9,"2","tickets",105,0.0857142857142857,"and"
"14498","i could have",6,"3","i could",70,0.0857142857142857,"have"
"14508","i thought he",6,"3","i thought",70,0.0857142857142857,"he"
"14509","i thought that",6,"3","i thought",70,0.0857142857142857,"that"
"14510","i thought we",6,"3","i thought",70,0.0857142857142857,"we"
"14539","in my life",6,"3","in my",70,0.0857142857142857,"life"
